시,"사용자 성명","영향받는 사용자","이벤트 문맥",구성요소,"이벤트 이름",설명,오리진,"ip 주소"
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'allowedtypes' for component 'atto_recordrtc' from 'Not set' to 'both'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'librarygroup4' for component 'atto_equation' from 'Not set' to '   \sum{a,b}   \sqrt[a]{b+c}   \int_{a}^{b}{c}   \iint_{a}^{b}{c}   \iiint_{a}^{b}{c}   \oint{a}   (a)   [a]   \lbrace{a}\rbrace   \left| \begin{matrix} a_1 & a_2 \\ a_3 & a_4 \end{matrix} \right|   \frac{a}{b+c}   \vec{a}   \binom {a} {b}   {a \brack b}   {a \brace b}   '.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'librarygroup3' for component 'atto_equation' from 'Not set' to '   \alpha   \beta   \gamma   \delta   \epsilon   \zeta   \eta   \theta   \iota   \kappa   \lambda   \mu   \nu   \xi   \pi   \rho   \sigma   \tau   \upsilon   \phi   \chi   \psi   \omega   \Gamma   \Delta   \Theta   \Lambda   \Xi   \Pi   \Sigma   \Upsilon   \Phi   \Psi   \Omega   '.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'librarygroup2' for component 'atto_equation' from 'Not set' to '   \leftarrow   \rightarrow   \uparrow   \downarrow   \leftrightarrow   \nearrow   \searrow   \swarrow   \nwarrow   \Leftarrow   \Rightarrow   \Uparrow   \Downarrow   \Leftrightarrow   '.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'librarygroup1' for component 'atto_equation' from 'Not set' to '   \cdot   \times   \ast   \div   \diamond   \pm   \mp   \oplus   \ominus   \otimes   \oslash   \odot   \circ   \bullet   \asymp   \equiv   \subseteq   \supseteq   \leq   \geq   \preceq   \succeq   \sim   \simeq   \approx   \subset   \supset   \ll   \gg   \prec   \succ   \infty   \in   \ni   \forall   \exists   \neq   '.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'showgroups' for component 'atto_collapse' from 'Not set' to '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'autosavefrequency' for component 'editor_atto' from 'Not set' to '60'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'toolbar' for component 'editor_atto' from 'Not set' to 'collapse = collapse   style1 = title, bold, italic   list = unorderedlist, orderedlist, indent   links = link   files = emojipicker, image, media, recordrtc, managefiles, h5p   accessibility = accessibilitychecker, accessibilityhelper   style2 = underline, strike, subscript, superscript   align = align   insert = equation, charmap, table, clear   undo = undo   other = html'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'startwithdb' for component 'local_adminer' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'buffersize' for component 'logstore_standard' from 'Not set' to '50'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'loglifetime' for component 'logstore_standard' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'jsonformat' for component 'logstore_standard' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'logguests' for component 'logstore_standard' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'loglifetime' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'logguests' for component 'core' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'loglegacy' for component 'logstore_legacy' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'includeactions' for component 'logstore_database' from 'Not set' to 'c,r,u,d'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'includelevels' for component 'logstore_database' from 'Not set' to '1,2,0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'logguests' for component 'logstore_database' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'jsonformat' for component 'logstore_database' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'buffersize' for component 'logstore_database' from 'Not set' to '50'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbhandlesoptions' for component 'logstore_database' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbcollation' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbschema' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbport' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbsocket' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbpersist' for component 'logstore_database' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbtable' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbname' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbpass' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbuser' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbhost' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'dbdriver' for component 'logstore_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'institution' for component 'enrol_lti' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'lang' for component 'enrol_lti' from 'Not set' to 'ko'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'timezone' for component 'enrol_lti' from 'Not set' to '99'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'country' for component 'enrol_lti' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'city' for component 'enrol_lti' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'emaildisplay' for component 'enrol_lti' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'enrolperiod' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_paypal' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'currency' for component 'enrol_paypal' from 'Not set' to 'USD'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'cost' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'status' for component 'enrol_paypal' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'expiredaction' for component 'enrol_paypal' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailadmins' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailteachers' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailstudents' for component 'enrol_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'paypalbusiness' for component 'enrol_paypal' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'roleid_adv' for component 'enrol_mnet' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_mnet' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'group_memberofattribute' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'nested_groups' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_summary_updateonsync' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_fullname_updateonsync' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_shortname_updateonsync' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'template' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'category' for component 'enrol_ldap' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'autocreate' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'unenrolaction' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ignorehiddencourses' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_summary' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_fullname' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_shortname' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_idnumber' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'objectclass' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'idnumber_attribute' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'opt_deref' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'user_type' for component 'enrol_ldap' from 'Not set' to 'default'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'user_search_sub' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'user_contexts' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'memberattribute_isdn' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'course_search_sub' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bind_pw' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bind_dn' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'pagesize' for component 'enrol_ldap' from 'Not set' to '250'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ldapencoding' for component 'enrol_ldap' from 'Not set' to 'utf-8'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ldap_version' for component 'enrol_ldap' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'start_tls' for component 'enrol_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'host_url' for component 'enrol_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imscapitafix' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrestricttarget' for component 'enrol_imsenterprise' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imscoursemapsummary' for component 'enrol_imsenterprise' from 'Not set' to 'ignore'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imscoursemapfullname' for component 'enrol_imsenterprise' from 'Not set' to 'short'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imscoursemapshortname' for component 'enrol_imsenterprise' from 'Not set' to 'coursecode'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'unenrolaction' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsunenrol' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'categoryseparator' for component 'enrol_imsenterprise' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:49","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'categoryidnumber' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'nestedcategories' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'createnewcategories' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'updatecourses' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'createnewcourses' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'truncatecoursecodes' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap08' for component 'enrol_imsenterprise' from 'Not set' to '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap07' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap06' for component 'enrol_imsenterprise' from 'Not set' to '4'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap05' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap04' for component 'enrol_imsenterprise' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap03' for component 'enrol_imsenterprise' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap02' for component 'enrol_imsenterprise' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsrolemap01' for component 'enrol_imsenterprise' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imssourcedidfallback' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'fixcasepersonalnames' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'fixcaseusernames' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsdeleteusers' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsupdateusers' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'createnewusers' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailadmins' for component 'enrol_imsenterprise' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'logtolocation' for component 'enrol_imsenterprise' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'imsfilelocation' for component 'enrol_imsenterprise' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'enrolperiod' for component 'enrol_fee' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'roleid' for component 'enrol_fee' from 'Not set' to '5'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'currency' for component 'enrol_fee' from 'Not set' to 'USD'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'cost' for component 'enrol_fee' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'status' for component 'enrol_fee' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'expiredaction' for component 'enrol_fee' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'expiredaction' for component 'enrol_flatfile' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'unenrolaction' for component 'enrol_flatfile' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailadmins' for component 'enrol_flatfile' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailteachers' for component 'enrol_flatfile' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mailstudents' for component 'enrol_flatfile' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'encoding' for component 'enrol_flatfile' from 'Not set' to 'UTF-8'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'location' for component 'enrol_flatfile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'templatecourse' for component 'enrol_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'defaultcategory' for component 'enrol_database' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'newcoursecategory' for component 'enrol_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'newcourseidnumber' for component 'enrol_database' from 'Not set' to 'idnumber'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'newcourseshortname' for component 'enrol_database' from 'Not set' to 'shortname'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'newcoursefullname' for component 'enrol_database' from 'Not set' to 'fullname'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'newcoursetable' for component 'enrol_database' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:48","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'unenrolaction' for component 'enrol_database' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
